id,title,genres,overview,tagline,cast,crew
192149,The Two Faces of January,['Thriller'],"a thriller centered on a con artist, his wife, and a stranger who try to flee a foreign country after one of them is caught up in the murder of a private detective.",a mysterious past. an unspeakable secret.,"['Viggo Mortensen', 'Kirsten Dunst', 'Oscar Isaac', 'Yiğit Özşener', 'Daisy Bevan']",['Hossein Amini']
254474,Zombeavers,"['Horror', 'Action', 'Comedy']",college friends find their weekend of sex and debauchery ruined when deadly zombie beavers swarm their riverside cabin.,you'll be dammed!,"['Rachel Melvin', 'Cortney Palm', 'Lexi Atkins', 'Hutch Dano', 'Peter Gilroy']",['Jordan Rubin']
188161,A Million Ways to Die in the West,"['Comedy', 'Western']","as a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",bring protection.,"['Seth MacFarlane', 'Charlize Theron', 'Liam Neeson', 'Amanda Seyfried', 'Neil Patrick Harris']",['Seth MacFarlane']
137113,Edge of Tomorrow,"['Action', 'Science Fiction']","major bill cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. cage is killed within minutes, managing to take an alpha alien down with him. he awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.","live, die, repeat","['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson', 'Bill Paxton', 'Jonas Armstrong']",['Doug Liman']
262391,Serial (Bad) Weddings,['Comedy'],a catholic french couple sees their life upside down when their four daughters get married to men of different religion and origins.,"4 marriages, 2 long-faces","['Christian Clavier', 'Chantal Lauby', 'Ary Abittan', 'Medi Sadoun', 'Frédéric Chau']",['Philippe de Chauveron']
203819,Tracks,"['Adventure', 'Drama']","accompanied only by her faithful dog and four camels, an australian satisfies her craving for solitude by embarking on a solo trip across the desert from alice springs to the indian ocean.",leave everything behind.,"['Mia Wasikowska', 'Adam Driver', 'Emma Booth', 'Jessica Tovey', 'Lily Pearl']",['John Curran']
177677,Mission: Impossible - Rogue Nation,"['Action', 'Adventure', 'Thriller']","ethan and team take on their most impossible mission yet, eradicating the syndicate - an international rogue organization as highly skilled as they are, committed to destroying the imf.",desperate times. desperate measures.,"['Tom Cruise', 'Rebecca Ferguson', 'Simon Pegg', 'Jeremy Renner', 'Ving Rhames']",['Christopher McQuarrie']
198185,Million Dollar Arm,['Drama'],"in a last-ditch effort to save his career, sports agent jb bernstein (jon hamm) dreams up a wild game plan to find major league baseball’s next great pitcher from a pool of cricket players in india. he soon discovers two young men who can throw a fastball but know nothing about the game of baseball. or america. it’s an incredible and touching journey that will change them all — especially jb, who learns valuable lessons about teamwork, commitment and family.","sometimes to win, sometimes you have to change the game","['Jon Hamm', 'Bill Paxton', 'Lake Bell', 'Suraj Sharma', 'Aasif Mandvi']",['Craig Gillespie']
82657,Flight 7500,"['Thriller', 'Horror', 'Mystery']","flight 7500 departs los angeles international airport bound for tokyo. as the overnight flight makes its way over the pacific ocean during its ten-hour course, the passengers encounter what appears to be a supernatural force in the cabin.","at 30,000 feet. there's nowhere to run.","['Ryan Kwanten', 'Amy Smart', 'Leslie Bibb', 'Jamie Chung', 'Scout Taylor-Compton']",['Takashi Shimizu']
222935,The Fault in Our Stars,"['Romance', 'Drama']","despite the tumor-shrinking medical miracle that has bought her a few years, hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. but when a patient named augustus waters suddenly appears at cancer kid support group, hazel's story is about to be completely rewritten.",one sick love story,"['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff', 'Laura Dern', 'Sam Trammell']",['Josh Boone']
82881,Tangled Ever After,"['Animation', 'Comedy', 'Action', 'Family']","the kingdom is in a festive mood as everyone gathers for the royal wedding of rapunzel and flynn. however, when pascal and maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. as the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. will maximus and pascal save the day and make it to the church in time? and will they ever get flynn’s nose right?",unknown,"['Mandy Moore', 'Zachary Levi', 'Alan Dale', 'Paul F. Tompkins', 'Kari Wahlgren']","['Byron Howard', 'Nathan Greno']"
157851,Maps to the Stars,['Drama'],"driven by an intense need for fame and validation, members of a dysfunctional hollywood dynasty have lives as dramatic as any movie.",eventually stars burn out,"['Julianne Moore', 'Mia Wasikowska', 'John Cusack', 'Evan Bird', 'Olivia Williams']",['David Cronenberg']
218425,Frequencies,"['Romance', 'Science Fiction']","this science fiction love story follows the forbidden relationship between a 'low born' boy and a 'high born' girl in an alternate reality where every person's relationships and life worth are determined by their innate ""frequencies"".",unknown,"['Daniel Fraser', 'Eleanor Wyld', 'Owen Pugh', 'David Broughton-Davies', 'Emma Powell']",['Darren Paul Fisher']
93837,So Undercover,['Action'],"when the fbi hires her to go undercover at a college sorority, molly morris (miley cyrus) must transform herself from a tough, streetwise private investigator to a refined, sophisticated university girl to help protect the daughter of a one-time mobster. with several suspects on her list, molly unexpectedly discovers that not everyone is who they appear to be, including herself.",meet the fbi's new secret weapon,"['Miley Cyrus', 'Joshua Bowman', 'Eloise Mumford', 'Jeremy Piven', 'Autumn Reeser']",['Tom Vaughan']
227700,Mindscape,"['Thriller', 'Drama']","a man with the ability to enter peoples' memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma.",don't let her in,"['Mark Strong', 'Taissa Farmiga', 'Brian Cox', 'Saskia Reeves', 'Richard Dillane']",['Jorge Dorado']
187017,22 Jump Street,"['Crime', 'Comedy', 'Action']","after making their way through high school (twice), big changes are in store for officers schmidt and jenko when they go deep undercover at a local college. but when jenko meets a kindred spirit on the football team, and schmidt infiltrates the bohemian art major scene, they begin to question their partnership. now they don't have to just crack the case - they have to figure out if they can have a mature relationship. if these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",they're not 21 anymore,"['Jonah Hill', 'Channing Tatum', 'Dave Franco', 'Ice Cube', 'Nick Offerman']","['Phil Lord', 'Christopher Miller']"
244088,Human Capital,['Drama'],the destinies of two families are irrevocably tied together after a cyclist is hit off the road by a jeep in the night before christmas eve.,unknown,"['Fabrizio Bentivoglio', 'Valeria Bruni Tedeschi', 'Fabrizio Gifuni', 'Valeria Golino', 'Luigi Lo Cascio']",['Paolo Virzì']
156022,The Equalizer,"['Thriller', 'Action', 'Crime']","in the equalizer, denzel washington plays mccall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. but when mccall meets teri (chloë grace moretz), a young girl under the control of ultra-violent russian gangsters, he can’t stand idly by – he has to help her. armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, mccall comes out of his self-imposed retirement and finds his desire for justice reawakened. if someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, mccall will help. he is the equalizer.",what do you see when you look at me?,"['Denzel Washington', 'Marton Csokas', 'Chloë Grace Moretz', 'David Harbour', 'Haley Bennett']",['Antoine Fuqua']
82702,How to Train Your Dragon 2,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy']","the thrilling second chapter of the epic how to train your dragon trilogy brings back the fantastical world of hiccup and toothless five years later. while astrid, snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. when one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious dragon rider, the two friends find themselves at the center of a battle to protect the peace.",the training is over.,"['Jay Baruchel', 'Gerard Butler', 'Kristen Wiig', 'Jonah Hill', 'Cate Blanchett']",['Dean DeBlois']
194662,Birdman,"['Drama', 'Comedy']","a fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a broadway play. as opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",or (the unexpected virtue of ignorance),"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis', 'Naomi Watts', 'Edward Norton']",['Alejandro González Iñárritu']
85350,Boyhood,['Drama'],"the film tells a story of a divorced couple trying to raise their young son. the story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",12 years in the making.,"['Ellar Coltrane', 'Patricia Arquette', 'Ethan Hawke', 'Elijah Smith', 'Lorelei Linklater']",['Richard Linklater']
184098,Think Like a Man Too,"['Comedy', 'Romance']","all the couples are back for a wedding in las vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",unknown,"['Adam Brody', 'Michael Ealy', 'Jerry Ferrara', 'Meagan Good', 'Regina Hall']",['Tim Story']
209451,Jersey Boys,"['Music', 'Drama']","from director clint eastwood comes the big-screen version of the tony award-winning musical jersey boys. the film tells the story of four young men from the wrong side of the tracks in new jersey who came together to form the iconic 1960s rock group the four seasons. the story of their trials and triumphs are accompanied by the songs that influenced a generation, including “sherry,” “big girls don’t cry,” “walk like a man,” “rag doll,” and many more.",unknown,"['Christopher Walken', 'Vincent Piazza', 'Freya Tingley', 'James Madio', 'Sean Whalen']",['Clint Eastwood']
250658,The Internet's Own Boy: The Story of Aaron Swartz,"['Crime', 'Documentary']",programming prodigy and information activist aaron swartz achieved groundbreaking work in social justice and political organizing. his passion for open access ensnared him in a legal nightmare that ended with the taking of his own life at the age of 26.,information is power.,"['Aaron Swartz', 'Tim Berners-Lee', 'Cory Doctorow', 'Peter Eckersley', 'Lawrence Lessig']",['Brian Knappenberger']
91314,Transformers: Age of Extinction,"['Science Fiction', 'Action', 'Adventure']","as humanity picks up the pieces, following the conclusion of ""transformers: dark of the moon,"" autobots and decepticons have all but vanished from the face of the planet. however, a group of powerful, ingenious businessman and scientists attempt to learn from past transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful transformer menace sets earth in his cross-hairs.",this is not war. it's extinction.,"['Mark Wahlberg', 'Stanley Tucci', 'Kelsey Grammer', 'Nicola Peltz', 'Jack Reynor']",['Michael Bay']
171372,Frank,"['Comedy', 'Drama', 'Mystery']",a comedy about a young wannabe musician (domhnall gleeson) who discovers he has bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic frank (michael fassbender).,"when you think you've gone far enough, go farther.","['Michael Fassbender', 'Maggie Gyllenhaal', 'Domhnall Gleeson', 'Scoot McNairy', 'Hayley Derryberry']",['Lenny Abrahamson']
180296,They Came Together,['Comedy'],a small business owner is about to lose her shop to a major corporate development.,he came...she came...they both came,"['Paul Rudd', 'Amy Poehler', 'Bill Hader', 'Ellie Kemper', 'Cobie Smulders']",['David Wain']
218836,Planes: Fire & Rescue,"['Animation', 'Comedy', 'Adventure', 'Family']","when world-famous air racer dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. dusty joins forces with veteran fire and rescue helicopter blade ranger and his team, a bunch of all-terrain vehicles known as the smokejumpers. together, the fearless team battles a massive wildfire, and dusty learns what it takes to become a true hero.","when others fly out, heroes fly in.","['Dane Cook', 'Ed Harris', 'Julie Bowen', 'Curtis Armstrong', 'John Michael Higgins']",['Roberts Gannaway']
226486,Tammy,['Comedy'],"after losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.",she hit the road. the road hit back.,"['Melissa McCarthy', 'Susan Sarandon', 'Kathy Bates', 'Allison Janney', 'Dan Aykroyd']",['Ben Falcone']
242224,The Babadook,"['Drama', 'Thriller', 'Horror']","a single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.","if it's in a word, or it's in a look, you can't get rid of the babadook.","['Essie Davis', 'Noah Wiseman', 'Daniel Henshall', 'Hayley McElhinney', 'Cathy Adamek']",['Jennifer Kent']
244786,Whiplash,['Drama'],"under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",the road to greatness can take you to the edge.,"['Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Austin Stowell', 'Jayson Blair']",['Damien Chazelle']
210577,Gone Girl,"['Mystery', 'Thriller', 'Drama']","with his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",you don't know what you've got 'til it's...,"['Ben Affleck', 'Rosamund Pike', 'Carrie Coon', 'Neil Patrick Harris', 'Tyler Perry']",['David Fincher']
152790,The Angriest Man in Brooklyn,"['Drama', 'Comedy']","after learning that a brain aneurysm will kill him in about 90 minutes, a perpetually unhappy man struggles to come to terms with his fate and make amends with everyone he has ever hurt.",everyone has a bad day. henry has one every day.,"['Robin Williams', 'Mila Kunis', 'Peter Dinklage', 'Melissa Leo', 'James Earl Jones']",['Phil Alden Robinson']
250766,Life Itself,['Documentary'],"life itself recounts the surprising and entertaining life of renowned film critic and social commentator roger ebert. the film details his early days as a freewheeling bachelor and pulitzer prize winner, his famously contentious partnership with gene siskel, his life-altering marriage, and his brave and transcendent battle with cancer.",unknown,"['Roger Ebert', 'Werner Herzog', 'Martin Scorsese', 'Errol Morris', 'Ava DuVernay']",['Steve James']
119450,Dawn of the Planet of the Apes,"['Science Fiction', 'Action', 'Drama', 'Thriller']","a group of scientists in san francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while caesar tries to maintain dominance over his community of intelligent apes.",one last chance for peace.,"['Andy Serkis', 'Jason Clarke', 'Gary Oldman', 'Keri Russell', 'Toby Kebbell']",['Matt Reeves']
123109,No One Lives,"['Horror', 'Thriller']",a gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,no one runs. no one escapes.,"['Luke Evans', 'Adelaide Clemens', 'Lee Tergesen', 'Derek Magyar', 'America Olivo']",['Ryûhei Kitamura']
184346,Deliver Us from Evil,"['Thriller', 'Crime', 'Horror']","when a frightening wave of violence sweeps through new york city, troubled cop sarchie fails to find a rational explanation for the bizarre crimes. however, his eyes are opened to a frightening alternate reality when renegade jesuit priest, mendoza convinces him that demonic possession may be to blame for the gruesome murders. together, they wage a valiant supernatural struggle to rid the city of an otherworldly evil.",unknown,"['Eric Bana', 'Edgar Ramírez', 'Olivia Munn', 'Joel McHale', 'Sean Harris']",['Scott Derrickson']
253235,And So It Goes,"['Comedy', 'Drama', 'Romance']",a self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,unknown,"['Michael Douglas', 'Diane Keaton', 'Sterling Jerins', 'Paloma Guzmán', 'Frances Sternhagen']",['Rob Reiner']
225886,Sex Tape,['Comedy'],"when jay and annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  to kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in the joy of sex in one marathon three-hour session.  it seems like a great idea – until they discover that their most private video is no longer private.  with their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",a movie about a movie they don't want you to see.,"['Cameron Diaz', 'Jason Segel', 'Rob Corddry', 'Ellie Kemper', 'Rob Lowe']",['Jake Kasdan']
244267,I Origins,"['Science Fiction', 'Drama']","i origins follows a molecular biologist studying the evolution of the human eye.  he finds his work permeating his life after a brief encounter with an exotic young woman who slips away from him.  as his research continues years later with his lab partner, they make a stunning scientific discovery that has far reaching implications and complicates both his scientific and and spiritual beliefs.  traveling half way around the world, he risks everything he has ever known to validate his theory.",unknown,"['Michael Pitt', 'Brit Marling', 'Astrid Bergès-Frisbey', 'Steven Yeun', 'Archie Panjabi']",['Mike Cahill']
238636,The Purge: Anarchy,"['Horror', 'Thriller']","three groups of people are trying to survive purge night, when their stories intertwine and are left stranded in the purge trying to survive the chaos and violence that occurs.","welcome to america, where one night a year, all crime is legal.","['Frank Grillo', 'Carmen Ejogo', 'Zach Gilford', 'Kiele Sanchez', 'Zoë Borde']",['James DeMonaco']
118340,Guardians of the Galaxy,"['Action', 'Science Fiction', 'Adventure']","light years from earth, 26 years after being abducted, peter quill finds himself the prime target of a manhunt after discovering an orb wanted by ronan the accuser.",all heroes start somewhere.,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper']",['James Gunn']
242095,The Signal,"['Thriller', 'Science Fiction']","three college students on a road trip across the southwest experience a detour – the tracking of a computer genius who has already hacked into mit and exposed security faults. when the trio find themselves drawn to an eerily isolated area, suddenly everything goes dark. when one of the students regains consciousness, he finds himself in a waking nightmare.",r u agitated?,"['Brenton Thwaites', 'Olivia Cooke', 'Beau Knapp', 'Laurence Fishburne', 'Robert Longstreet']",['William Eubank']
138103,The Expendables 3,"['Action', 'Adventure', 'Thriller']","barney, christmas and the rest of the team comes face-to-face with conrad stonebanks, who years ago co-founded the expendables with barney. stonebanks subsequently became a ruthless arms trader and someone who barney was forced to kill… or so he thought. stonebanks, who eluded death once before, now is making it his mission to end the expendables -- but barney has other plans. barney decides that he has to fight old blood with new blood, and brings in a new era of expendables team members, recruiting individuals who are younger, faster and more tech-savvy. the latest mission becomes a clash of classic old-school style versus high-tech expertise in the expendables’ most personal battle yet.",new team. new attitude. new mission.,"['Sylvester Stallone', 'Jason Statham', 'Harrison Ford', 'Arnold Schwarzenegger', 'Mel Gibson']",['Patrick Hughes']
184315,Hercules,"['Action', 'Adventure']","fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. hercules was the powerful son of the god king zeus, for this he received nothing but suffering his entire life. after twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. these men and woman never question where they go to fight or why or whom, just how much they will be paid. now the king of thrace has hired these mercenaries to train his men to become the greatest army of all time. it is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.","before he was a legend, he was a man.","['Dwayne Johnson', 'Ian McShane', 'John Hurt', 'Rufus Sewell', 'Aksel Hennie']",['Brett Ratner']
157849,A Most Wanted Man,['Thriller'],"when a half-chechen, half-russian, tortured half-to-death immigrant turns up in hamburg's islamic community, laying claim to his father's ill gotten fortune, both german and us security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist?",unknown,"['Philip Seymour Hoffman', 'Rachel McAdams', 'Robin Wright', 'Daniel Brühl', 'Willem Dafoe']",['Anton Corbijn']
231576,Wish I Was Here,"['Drama', 'Comedy']","aidan bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. he and his wife are barely getting by financially and aidan passes his time by fantasizing about being the great futuristic space-knight he'd always dreamed he'd be as a little kid. when his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, aidan reluctantly agrees to attempt to home-school them. through teaching them about life his way, aidan gradually discovers some of the parts of himself he couldn't find.",life is an occasion. rise to it.,"['Zach Braff', 'Kate Hudson', 'Joey King', 'Pierce Gagnon', 'Donald Faison']",['Zach Braff']
238603,Earth to Echo,"['Family', 'Adventure', 'Science Fiction']","after a construction project begins digging in their neighborhood, best friends tuck, munch and alex inexplicably begin to receive strange, encoded messages on their cell phones. convinced something bigger is going on, they go to their parents and the authorities. when everyone around them refuses to take the messages seriously, the three embark on a secret adventure to crack the code and follow it to its source. but taking matters into their own hands gets the trio in way over their heads when they discover a mysterious being from another world who desperately needs their help. the epic, suspenseful and exciting journey that follows will change all of their lives forever.",no one will ever believe our story.,"['Teo Halm', 'Astro', 'Resse Hartwig', 'Ella Wahlestedt', 'Jason Gray-Stanford']",['Dave Green']
243683,Step Up All In,"['Romance', 'Drama', 'Music']","all-stars from the previous step up installments come together in glittering las vegas, battling for a victory that could define their dreams and their careers.",every step has led to this,"['Ryan Guzman', 'Briana Evigan', 'Stephen Boss', 'Misha Gabriel', 'Izabella Miko']",['Trish Sie']
244566,Life After Beth,"['Romance', 'Comedy', 'Horror']","zach is devastated by the unexpected death of his girlfriend, beth. when she mysteriously returns, he gets a second chance at love. soon his whole world turns upside down...",be careful what you wish for...,"['Aubrey Plaza', 'Dane DeHaan', 'John C. Reilly', 'Molly Shannon', 'Cheryl Hines']",['Jeff Baena']
157845,The Rover,"['Crime', 'Drama']","a decade after the collapse of the western world, australia has become a lawless wasteland. as desperate outsiders pillage the country's precious mineral resources, taciturn eric travels from town to town searching for signs of life.",fear the man with nothing left to lose.,"['Guy Pearce', 'Robert Pattinson', 'Scoot McNairy', 'Nash Edgerton', 'Anthony Hayes']",['David Michôd']
239566,Get on Up,"['Drama', 'Music']",a chronicle of james brown's rise from extreme poverty to become one of the most influential musicians in history.,the funk don't quit,"['Chadwick Boseman', 'Nelsan Ellis', 'Dan Aykroyd', 'Viola Davis', 'Lennie James']",['Tate Taylor']
229297,Magic in the Moonlight,"['Comedy', 'Drama', 'Romance']","set in the 1920s french riviera, a master magician is commissioned to try and expose a psychic as a fraud.",unknown,"['Colin Firth', 'Emma Stone', 'Hamish Linklater', 'Marcia Gay Harden', 'Jacki Weaver']",['Woody Allen']
253306,Housebound,"['Horror', 'Comedy', 'Thriller']","when kylie bucknell is sentenced to home detention, she's forced to come to terms with her unsociable behaviour, her blabbering mother and a hostile spirit who seems less than happy about the new living arrangement.",terror gets domesticated,"[""Morgana O'Reilly"", 'Rima Te Wiata', 'Glen-Paul Waru', 'Cameron Rhodes', 'Millen Baird']",['Gerard Johnstone']
228194,The Hundred-Foot Journey,['Drama'],a story centered around an indian family who moves to france and opens a restaurant across the street from a michelin-starred french restaurant.,life's greatest journey begins with the first step.,"['Helen Mirren', 'Manish Dayal', 'Om Puri', 'Charlotte Le Bon', 'Rohan Chand']",['Lasse Hallström']
242643,Batman: Assault on Arkham,"['Thriller', 'Animation', 'Action', 'Crime']","based on the hit video game series, batman must find a bomb planted by the joker while dealing with a mysterious team of villains called, the suicide squad.",get ready to root for the bad guys.,"['Kevin Conroy', 'Neal McDonough', 'Matthew Gray Gubler', 'Hynden Walch', 'Troy Baker']","['Ethan Spaulding', 'Jay Oliva']"
76757,Jupiter Ascending,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']","in a universe where human genetic material is the most precious commodity, an impoverished young earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",expand your universe.,"['Mila Kunis', 'Channing Tatum', 'Sean Bean', 'Eddie Redmayne', 'Douglas Booth']","['Lilly Wachowski', 'Lana Wachowski']"
98566,Teenage Mutant Ninja Turtles,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",the city needs heroes. darkness has settled over new york city as shredder and his evil foot clan have an iron grip on everything from the police to the politicians. the future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as teenage mutant ninja turtles. the turtles must work with fearless reporter april and her wise-cracking cameraman vern fenwick to save the city and unravel shredder's diabolical plan.,mysterious. dangerous. reptilious. you've never seen heroes like this.,"['Megan Fox', 'Will Arnett', 'William Fichtner', 'Alan Ritchson', 'Noel Fisher']",['Jonathan Liebesman']
227156,The Giver,"['Drama', 'Science Fiction']","in a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",search for truth. find freedom.,"['Jeff Bridges', 'Meryl Streep', 'Brenton Thwaites', 'Odeya Rush', 'Alexander Skarsgård']",['Phillip Noyce']
193893,Let's Be Cops,['Comedy'],"it's the ultimate buddy cop movie except for one thing: they're not cops.  when two struggling pals dress as police officers for a costume party, they become neighborhood sensations.  but when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",fake cops. real trouble.,"['Jake Johnson', 'Damon Wayans Jr.', 'Nina Dobrev', 'Rob Riggle', ""James D'Arcy""]",['Luke Greenfield']
269650,Appleseed Alpha,"['Animation', 'Science Fiction', 'Action']","based on the comic book by the creator of ghost in the shell, a young female soldier deunan and her cyborg partner briareos survive through the post world war 3 apocalyptic new york in search of human's future hope, the legendary city of olympus.","to find olympus, they must fight to survive.","['Luci Christian', 'David Matranga', 'Wendel Calvert', 'Adam Gibbs', 'Elizabeth Bunch']",['Shinji Aramaki']
242022,The Inbetweeners 2,['Comedy'],"neil, will and simon receive an invite from jay to join him in australia whilst on his gap year, who promises them it’s ”the sex capital of the world”. with their lives now rather dull compared to their hedonistic school days and legendary lads holiday, it’s an offer they can’t refuse. once again, they put growing up temporarily on-hold, and embark on a backpacking holiday of a lifetime in an awful car, inspired by peter andre’s ‘mysterious girl’. will soon finds himself battling with the lads to do something cultural, whilst they focus their attention on drinking, girls, and annoying fellow travelers.",unknown,"['Simon Bird', 'James Buckley', 'Blake Harrison', 'Joe Thomas', 'Emily Berrington']","['Damon Beesley', 'Iain Morris']"
189,Sin City: A Dame to Kill For,"['Crime', 'Thriller']",some of sin city's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,there is no justice without sin.,"['Mickey Rourke', 'Jessica Alba', 'Josh Brolin', 'Joseph Gordon-Levitt', 'Rosario Dawson']","['Robert Rodriguez', 'Frank Miller']"
249164,If I Stay,['Drama'],"based on gayle forman's novel of the same name. ""if i stay"" is the story of the gifted classical musician mia and her boyfriend, adam, an up and coming indie-rock star. torn between two paths in life, her art or her relationship, mia is forced to make an even starker choice between life and death when she is caught in a fatal car accident with her family one snowy morning in oregon.",live for love.,"['Chloë Grace Moretz', 'Jamie Blackley', 'Liana Liberato', 'Mireille Enos', 'Stacy Keach']",['R.J. Cutler']
221902,"Two Days, One Night",['Drama'],sandra is a young woman who has only one weekend to convince her colleagues they must give up their bonuses in order for her to keep her job — not an easy task in this economy.,a quest for self-improvement,"['Marion Cotillard', 'Fabrizio Rongione', 'Olivier Gourmet', 'Catherine Salée', 'Christelle Cornil']","['Luc Dardenne', 'Jean-Pierre Dardenne']"
220289,Coherence,"['Thriller', 'Science Fiction']","on the night a comet is passing near earth, eight friends at a dinner party experience a troubling chain of reality bending events. when the power goes out, they discover that the only house on the street left with power also holds many secrets.",nothing is random,"['Hugo Armstrong', 'Emily Baldoni', 'Nicholas Brendon', 'Elizabeth Gracen', 'Lauren Maher']",['James Ward Byrkit']
282813,The Pyramid,['Horror'],"a team of u.s. archaeologists unearths an ancient pyramid buried deep beneath the egyptian desert. as they search the pyramid's depths, they become hopelessly lost in its dark and endless catacombs. searching for a way out, they become desperate to seek daylight again. they come to realize they aren't just trapped, they are being hunted.",you only enter once,"['Ashley Grace', ""Denis O'Hare"", 'James Buckley', 'Christa Nicola', 'Amir K']",['Grégory Levasseur']
256274,"As Above, So Below","['Horror', 'Thriller']","when a team of explorers ventures into the catacombs that lie beneath the streets of paris, they uncover the dark secret that lies within this city of the dead.",the only way out is down.,"['Perdita Weeks', 'Ben Feldman', 'Edwin Hodge', 'François Civil', 'Marion Lambert']",['John Erick Dowdle']
242090,The One I Love,"['Romance', 'Comedy', 'Drama']","on the brink of separation, ethan and sophie escape to a beautiful vacation house for a weekend getaway in an attempt to save their marriage. what begins as a romantic and fun retreat soon becomes surreal, when an unexpected discovery forces the two to examine themselves, their relationship, and their future.",unknown,"['Mark Duplass', 'Elisabeth Moss', 'Ted Danson', 'Kiana Cason', 'Kaitlyn Dodson']",['Charlie McDowell']
241848,The Guest,"['Mystery', 'Thriller', 'Action']","a soldier introduces himself to the peterson family, claiming to be a friend of their son who died in action. after the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",be careful who you let in,"['Dan Stevens', 'Maika Monroe', 'Sheila Kelley', 'Ethan Embry', 'Joel David Moore']",['Adam Wingard']
204922,Before I Go to Sleep,"['Mystery', 'Thriller']","a woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. one day, new terrifying truths emerge that force her to question everyone around her.",who do you trust?,"['Nicole Kidman', 'Colin Firth', 'Mark Strong', 'Anne-Marie Duff', 'Jing Lusi']",['Rowan Joffe']
